PropertyOrGLLossesInLast3Years,LeadOrMoldIssues,TranBackDt,OccupancyTypeCat,ConstructionTypeCat,TotalSquareFeet,CommercialSquareFeet,YearBuilt,NumberOfStories,PercentageOccupied,AnyBuildingViolations,Mercantile,RenovationGutRehabEverDone,BuildingLimit,RentLimit,Premium,OnboardResp
0,0,0,2,1,5000,0,2008,4,100,0,0,0,2000000,150000,5500,1
0,0,0,2,2,6570,0,2020,4,75,0,0,0,2000000,170000,9033,1
0,0,0,3,1,7000,0,1990,3,100,0,0,1,2000000,35000,11023,1
0,0,0,4,1,6500,0,2015,4,100,0,0,0,2000000,25000,5776,1
0,0,0,3,1,4000,0,2004,3,100,0,0,0,2000000,100000,4780,1
1,0,0,3,1,2400,0,1899,3,100,0,0,1,2000000,100000,1305,0
0,0,1,2,1,7018,0,1910,6,100,1,0,0,2000000,450000,10506,0
0,0,1,2,1,6479,0,1900,5,100,0,0,0,2000000,390879,0,0
0,0,1,2,1,8580,1716,1910,5,100,0,1,0,2000000,200000,23149,0
0,0,0,1,1,4719,0,1900,5,100,0,0,0,2000000,86985,0,1
0,0,0,3,1,2904,0,1901,2,100,0,0,0,2000000,50000,1503,1
5,5,1,2,1,9208,2302,1921,4,100,0,1,0,2004542,250000,9346,0
0,0,0,2,3,4896,0,1931,4,100,0,0,1,2007360,231600,13668,1
0,0,0,2,1,5000,0,2020,4,100,0,0,0,2015000,50000,5500,1
0,0,1,2,1,9375,1400,1920,5,100,0,1,0,2019375,350000,9107,0
0,0,0,2,1,9000,0,1930,5,100,0,0,0,2025000,711000,9794,1
0,0,0,2,1,9000,1875,1910,5,90,0,1,0,2025000,350000,9794,1
0,0,0,2,1,5100,1700,1920,3,100,0,1,0,2040000,229379,5230,1
0,0,0,2,1,9600,0,2016,4,100,0,0,1,2051000,50000,7302,1
0,0,0,2,3,8219,0,2020,6,100,0,0,1,2054750,0,15260,1
0,0,0,2,1,4500,0,1930,4,100,0,0,1,2100000,110000,4101,1
0,0,0,2,1,11400,0,1900,5,100,0,0,0,2100000,202000,21796,1
0,0,0,2,1,8000,1200,1930,3,100,0,1,0,2100000,235000,9135,1
0,0,1,1,1,8020,0,1920,5,100,0,0,0,2101250,232000,0,0
0,0,1,2,1,9375,1875,1912,5,90,0,1,0,2109375,350000,9107,0
0,0,1,2,1,9375,0,1920,5,90,0,0,0,2109375,350000,9107,0
0,0,0,2,1,7750,0,2020,4,100,0,0,0,2131250,72000,9867,1
0,0,1,2,3,7605,0,2017,5,100,0,0,0,2136410,372600,41555,0
0,0,0,3,1,7500,0,2016,4,100,0,0,0,2154000,75000,0,1
5,5,1,4,1,6400,0,1873,4,100,0,0,1,2164934,0,0,0
0,0,0,2,3,4400,2200,2021,3,100,0,1,1,2200000,250000,5668,1
0,0,0,2,1,8398,0,2007,5,100,0,0,1,2200000,300000,12802,1
0,0,0,2,1,5720,0,1910,5,100,0,0,0,2200000,350000,0,1
0,0,1,2,1,11004,0,1931,4,100,0,0,0,2201000,289460,13326,0
0,0,0,2,1,5616,0,1965,3,100,0,0,0,2225500,163000,12508,1
0,0,0,2,1,6600,0,1997,3,100,0,0,0,2237000,72000,6503,1
0,0,0,2,1,9375,0,1910,5,90,0,0,0,2238000,300000,9107,1
0,0,0,2,1,12500,0,2015,3,100,0,0,0,2250000,450000,15869,1
1,0,0,1,1,7480,0,1834,4,100,0,0,1,2252649,250000,0,0
0,0,0,2,3,4500,0,1931,3,100,0,0,1,2271360,252000,4101,1
0,0,1,2,1,11200,0,1989,4,100,0,0,0,2300000,120000,15929,0
0,0,0,4,1,7480,0,1910,4,100,0,0,0,2300000,250000,0,1
1,0,1,2,1,6760,1690,1930,3,100,0,1,0,2340675,308547,6940,0
0,0,0,1,1,10930,0,1920,5,100,0,0,0,2351839,112000,8949,1
0,0,0,2,1,7874,0,1931,5,100,0,0,0,2360000,320000,26389,1
5,5,1,2,1,7885,4467,1920,2,100,0,1,0,2362327,150000,0,0
0,0,1,4,1,10000,0,1990,3,100,0,0,0,2367000,50000,6921,0
0,0,1,2,1,18936,3565,1910,6,88,0,1,0,2400000,300000,0,0
0,0,0,2,3,11990,2998,2016,4,100,0,1,0,2400000,276000,0,1
0,0,0,3,1,4800,0,1901,4,100,0,0,0,2400000,250000,3364,1
0,0,0,2,3,10000,3700,1900,4,100,0,1,0,2400000,240000,6921,1
1,0,0,2,1,11700,1500,1927,4,100,0,1,0,2400000,285000,13285,0
0,0,0,2,1,11700,1500,1927,4,100,0,1,0,2400000,285000,13285,0
0,0,0,2,1,11700,1500,1927,4,100,0,1,0,2400000,285000,13285,0
0,0,0,2,1,7000,0,1901,4,60,0,0,1,2400000,125000,11023,1
0,0,0,4,1,9123,0,1950,4,100,0,0,1,2420000,50000,9335,1
0,0,0,3,1,5736,0,2018,4,100,0,0,1,2449895,62400,8410,1
0,0,0,2,3,8356,0,2018,4,100,0,0,0,2469825,340000,0,1
0,0,0,3,3,3520,0,2018,4,100,0,0,0,2500000,0,6639,1
0,0,0,3,1,2905,0,1901,2,100,0,0,1,2500000,50000,1503,1
0,0,0,2,1,13200,0,1929,4,100,0,0,0,2500000,200000,7635,1
0,0,0,2,1,3300,0,1910,4,100,0,0,0,2500000,150000,4875,1
0,0,0,3,1,2904,0,1901,2,100,0,0,1,2500000,110000,1503,1
0,0,0,3,1,4842,0,1900,3,100,0,0,1,2500000,100000,0,1
0,0,0,3,1,4842,0,1900,3,100,0,0,1,2500000,100000,0,1
0,0,0,4,1,6784,0,1910,5,100,0,0,0,2500000,68000,9298,1
0,0,0,3,1,7020,0,2016,3,100,0,0,0,2500000,66000,13047,1
0,0,0,3,1,5184,0,2013,2,100,0,0,0,2500000,25000,1539,1
1,0,1,2,1,15000,0,1913,4,100,0,0,0,2500000,275000,11930,0
0,0,1,2,1,2018,0,1905,3,100,0,0,0,2500000,120000,1447,0
0,0,0,3,1,6000,0,1970,3,100,0,0,0,2500000,150000,6528,1
0,0,0,3,3,3520,0,2018,4,100,0,0,0,2500000,0,6639,1
0,0,0,2,3,5500,0,2020,5,100,0,0,0,2500000,80000,8490,1
0,0,1,2,1,9757,2817,1910,4,100,0,1,0,2500000,500000,0,0
0,0,1,2,1,7950,1300,1931,4,100,0,1,1,2504250,361920,9050,0
0,0,0,2,1,11631,0,1920,3,100,0,0,0,2541760,350000,17950,1
0,0,0,2,3,9700,0,2010,4,100,0,0,0,2564525,150000,60952,1
0,0,1,2,1,16620,4155,1930,4,100,0,1,0,2577000,310000,18112,0
0,0,1,1,3,6200,0,1901,5,100,0,0,0,2583000,250000,0,0
0,0,1,2,1,5325,1000,1988,4,100,0,1,0,2600000,500000,6796,0
0,0,0,2,2,7505,0,2019,5,100,0,0,0,2600000,240000,9509,1
0,0,1,4,1,14000,0,2001,3,100,0,0,0,2600000,100000,7793,0
1,0,0,2,1,7490,1400,1909,5,100,0,1,1,2600000,326000,4456,0
0,0,0,2,1,12170,2434,1931,5,100,0,1,0,2600000,550000,20047,1
0,0,0,4,1,11315,0,2006,4,100,0,0,0,2600000,350000,12462,1
1,0,1,4,3,9500,0,2007,4,100,0,0,0,2601000,40000,17348,0
5,1,1,2,1,3686,0,1910,2,100,0,0,0,2601439,100000,2768,0
5,0,1,1,1,4368,0,1910,5,100,0,0,0,2620800,150000,1324,0
0,0,0,2,1,11250,1300,1920,6,95,0,1,0,2657000,350000,0,1
0,0,0,2,1,5705,0,2019,4,100,0,0,0,2704000,0,6226,1
0,0,0,2,1,6178,1500,1960,5,100,0,1,0,2730000,250000,9411,1
0,0,0,2,3,7468,0,2019,4,100,0,0,0,2758225,401000,7683,1
0,0,1,2,1,9600,875,1910,3,100,0,1,0,2799999,426000,7302,0
0,0,0,4,1,10377,0,2009,3,100,0,0,1,2800000,70000,26389,1
0,0,0,2,2,8797,0,1931,4,100,0,0,0,2800000,200000,7142,1
1,0,1,2,1,14543,0,1900,6,100,0,0,0,2909000,200000,0,0
1,0,1,2,1,6190,0,1903,5,100,0,0,0,3000000,168000,3512,0
5,0,1,3,1,6000,0,2018,3,100,0,0,1,3000000,300000,6528,0
0,0,0,3,1,4000,0,1910,4,100,0,0,0,3000000,100000,4780,1
0,0,0,2,1,3000,0,1900,3,100,0,0,0,3000000,100000,2830,1
0,0,1,2,1,10750,2134,1930,5,100,0,1,0,3000000,432000,16409,0
0,0,0,2,1,3000,0,1900,3,100,0,0,0,3000000,100000,2830,1
0,0,0,4,3,14500,0,2006,6,100,0,0,0,3000000,25000,16775,1
0,0,0,4,3,11725,0,2021,5,100,0,0,0,3000000,0,0,1
0,0,0,3,3,6000,0,2019,3,100,0,0,1,3000000,0,6528,1
0,0,1,2,1,7064,0,1910,4,100,0,0,0,3000000,250000,7918,0
0,0,1,2,1,9575,3407,1901,5,90,1,1,0,3000000,496608,0,0
0,0,0,4,3,11637,0,2020,6,80,0,0,0,3015000,0,13666,1
0,0,1,4,1,9130,0,2018,4,100,0,0,0,3016000,240000,0,0
0,0,1,2,1,7600,1900,1910,5,100,0,1,0,3040000,494867,41555,0
0,0,1,2,3,14913,0,2019,8,100,0,0,0,3050000,475000,14049,0
0,0,0,2,3,6000,0,2016,5,100,0,0,0,3084448,400000,6528,1
0,0,0,2,3,6000,0,2016,5,100,0,0,0,3084448,400000,6528,1
0,0,1,2,1,14080,0,1935,4,100,0,0,0,3100000,450000,17550,0
0,0,0,4,1,13515,0,2012,4,100,0,0,0,3113760,150000,10376,1
0,0,1,2,1,18000,0,1927,4,100,0,0,0,3134000,419254,16661,0
0,0,0,2,1,6000,0,1900,5,100,0,0,1,3180000,0,6528,1
0,0,1,2,3,12024,0,1910,4,100,0,0,0,3200000,782000,19260,0
1,0,0,2,3,9548,3012,1915,4,100,0,1,0,3200000,552000,0,1
0,0,1,2,1,13000,0,1930,4,100,0,0,0,3242961,150000,13732,0
0,0,0,2,1,6800,0,1904,3,100,0,0,1,3250000,250000,6025,1
0,0,1,2,1,16936,0,1936,4,95,0,0,0,3300000,381000,14647,0
1,0,0,2,1,7920,1980,1910,4,100,0,1,0,3300000,353008,10728,0
0,0,0,2,2,9000,0,2015,6,100,0,0,0,3320000,550000,9794,1
0,0,1,2,1,11550,0,1920,6,100,0,0,0,3450000,550000,7180,0
0,0,0,4,3,17465,0,2020,4,100,0,0,0,3493000,80000,35875,1
0,0,0,3,1,5844,0,1901,2,100,0,0,1,3500000,30000,2356,1
0,0,0,3,1,8100,0,2002,3,100,0,0,0,3500000,35000,0,1
0,0,1,2,2,13984,0,2017,8,100,0,0,0,3520000,537564,14319,0
0,0,0,2,1,18809,5000,1920,4,100,0,1,0,3529400,682200,0,1
0,0,0,4,2,18495,0,1997,5,100,0,0,0,3585798,50000,7635,1
1,0,0,2,1,4576,0,1899,4,100,0,0,0,3615000,500000,1883,0
0,0,0,2,3,12967,0,2010,4,100,0,0,0,3625000,15978,4404,1
0,0,0,2,1,4800,0,1900,4,100,0,0,0,3630200,120000,3364,1
0,0,0,4,3,11922,0,2013,4,100,0,0,0,3649959,19200,10557,1
0,0,1,2,1,21400,0,1931,4,100,0,0,0,3680800,60000,20082,0
0,0,1,4,3,16992,0,2014,7,100,0,0,0,3702000,100000,0,0
0,0,0,2,1,2750,1000,1910,3,100,0,1,0,3750000,377000,1928,1
0,0,0,2,3,14000,0,1927,5,100,0,0,0,3800000,225000,7793,1
0,0,0,2,1,17600,0,1921,4,100,0,0,0,3900000,228000,20788,1
0,0,0,2,1,26126,0,1931,4,100,0,0,0,3918900,387000,19569,1
1,0,0,3,1,3680,0,1899,3,100,0,0,0,4000000,150000,3053,0
0,0,0,2,1,4000,0,1901,3,100,0,0,1,4000000,150000,4780,1
0,0,0,2,1,3950,0,1900,4,100,0,0,0,4083000,294600,3439,1
0,0,1,2,1,18000,0,1930,3,100,0,0,0,4200000,300000,16661,0
0,0,0,4,2,18000,0,2004,6,100,0,0,0,4300000,0,16661,1
0,0,0,1,3,7500,0,2018,6,25,0,0,1,4400000,100000,0,1
0,0,0,4,1,12500,3400,1900,5,100,0,1,0,4492000,50000,15869,1
0,0,1,3,1,3541,0,1900,1,10,0,0,0,4500000,0,4280,0
0,0,0,2,1,9492,2700,1901,6,95,0,1,1,4500000,798707,8219,1
0,0,0,2,1,6200,1500,1905,3,86,0,1,1,4500000,80000,0,1
0,0,1,4,3,15667,0,2008,4,100,0,0,0,4537000,72489,0,0
0,0,0,2,2,14500,0,2020,5,80,0,0,0,4543865,400000,16775,1
0,0,0,4,3,11500,3500,2021,6,60,0,1,0,4600000,300000,8133,1
0,0,1,2,3,20000,9550,1952,3,100,0,1,1,4600000,750000,11973,0
0,0,0,2,3,11200,0,1965,4,100,0,0,0,4600000,400000,15929,1
1,0,0,2,3,4626,1000,1878,5,100,0,1,0,4626000,400000,5321,0
0,0,0,1,1,15000,0,1908,4,100,0,0,0,4680000,100000,11930,1
0,0,0,1,1,17197,0,1921,5,100,0,0,0,4700000,300000,16694,1
1,0,1,4,1,5193,0,1880,5,100,0,0,0,4727241,50908,7504,0
0,0,0,2,1,23760,0,1925,4,100,0,0,0,4752000,350000,0,1
0,0,0,3,1,4000,0,1901,3,100,0,0,0,4786000,60000,4780,1
0,0,0,2,3,9685,0,2018,5,100,0,0,0,4800000,478944,0,1
0,0,0,2,1,23708,0,1925,4,100,0,0,0,4895000,544958,0,1
0,0,0,2,2,11500,0,2020,4,100,0,0,0,4995000,474000,8133,1
0,0,0,2,1,23312,0,1926,4,93,0,0,0,5000000,450000,0,1
0,0,0,2,3,11091,0,1931,5,100,0,0,1,5000000,375000,14381,1
0,0,0,2,1,4000,0,1901,5,100,0,0,1,5000000,60000,4780,1
0,0,0,4,2,16708,0,2020,8,80,0,0,1,5000000,77000,12676,0
0,0,1,2,1,18023,3023,1900,6,100,0,1,0,5000000,1000000,16661,0
0,0,0,2,3,7000,0,1900,3,100,1,0,1,5000000,150000,11023,1
0,0,1,2,1,23280,0,1930,4,100,0,0,0,5005200,366143,0,0
0,0,0,2,1,23280,0,1930,4,100,0,0,0,5005200,366143,0,1
0,0,0,4,2,13537,0,2020,5,0,0,0,0,5300000,250000,10529,1
0,0,0,2,3,17089,0,2014,5,100,0,0,0,5500000,829500,0,1
0,0,0,2,2,16275,0,1950,5,100,0,0,1,5500000,540000,13437,1
0,0,0,4,3,13300,1669,1910,6,100,0,1,1,5613000,215200,0,1
1,0,1,4,1,20000,0,1920,4,100,0,0,0,5659590,10000,11973,0
0,0,0,2,1,17000,4250,1917,4,100,0,1,0,5800000,100000,14858,1
0,0,0,2,1,17490,3400,1920,5,92,0,1,0,5846986,0,35875,1
0,0,0,4,1,18205,2700,2014,6,100,0,1,0,6000000,25000,15481,1
0,0,1,4,1,27886,6840,2004,8,100,0,1,0,6000000,140000,0,0
0,0,1,4,2,16000,0,2020,6,100,0,0,0,6000000,600000,18256,0
0,0,0,4,1,27886,6840,2004,8,100,0,1,0,6000000,140000,0,0
0,0,0,4,1,21450,0,1920,6,100,0,0,1,6000000,250000,19581,1
0,0,0,2,1,16500,0,2019,4,100,0,0,0,6100000,717600,13058,1
0,0,1,1,1,21800,2133,1920,6,100,0,1,1,6489000,2500000,9578,0
0,0,1,2,2,25058,0,2020,8,80,0,0,0,6600000,1000000,24820,0
0,0,0,2,3,6938,0,1910,3,100,0,0,0,6600000,660000,11897,1
1,0,0,1,1,19190,0,1910,5,100,0,0,0,6619100,0,0,0
0,0,1,4,2,21660,3000,2020,7,100,0,1,0,6686535,463073,0,0
0,0,1,2,1,6300,0,1920,4,100,0,0,0,7500000,50000,9833,0
0,0,1,2,3,20612,0,2012,8,100,0,0,0,8000000,771012,0,0
0,0,1,2,2,22455,6554,2004,7,100,0,1,0,8250000,1159568,25879,0
0,0,1,4,2,22446,0,2007,6,100,0,0,0,9209600,0,23359,0
0,0,0,2,1,7100,0,1913,5,100,0,0,1,10000000,108000,6588,1
0,0,0,2,1,15500,0,2020,5,100,0,0,0,10102287,500000,0,1
0,0,0,2,1,15500,5000,2020,5,100,0,1,0,10102287,500000,0,1
0,0,0,2,1,10210,2000,1910,6,100,0,1,0,10250000,828000,11928,1
1,0,1,4,1,23000,2500,1900,6,100,0,1,0,11698586,1000000,23916,0
0,0,1,2,1,8724,0,1920,5,100,0,0,0,12000000,720000,16492,0
0,0,0,4,2,40754,0,2019,6,100,0,0,0,12000000,550000,0,1
0,0,1,2,1,47735,5000,1940,5,100,0,1,1,12348795,1958200,0,0
5,5,1,1,2,44572,2500,1909,12,100,0,1,0,12792000,1000000,22896,0
1,0,0,4,2,107000,9800,2020,11,30,0,1,0,30000000,3000000,82663,0
0,0,1,2,2,44853,3838,2018,12,100,0,1,0,35000000,643000,22896,0
